No. ,Premises,Conclusion,Support,Confidence,Laplace,Gain,p-s,Lift,Conviction
4128,"Python, Go, TypeScript",Docker,0.011820227,0.726287263,0.9956167,-0.020729502,0.010203005,7.308970755,3.290423075
4129,"Java, Kubernetes, Docker",SQL,0.03338773,0.726487524,0.98798229,-0.058527764,0.023520385,3.383658922,2.871149779
4130,"Agile, NoSQL","Python, AWS",0.01640718,0.7265625,0.993961613,-0.028756671,0.014083552,7.061016529,3.280831196
4131,HTML/CSS,"Python, SQL",0.012658228,0.726582278,0.99531819,-0.022184978,0.010320031,5.41367072,3.166537618
4132,HTML/CSS,"SQL, JavaScript, TypeScript",0.012658228,0.726582278,0.99531819,-0.022184978,0.012330127,38.58032787,3.588527552
4133,"Kubernetes, TypeScript","Java, JavaScript",0.013363913,0.726618705,0.995062798,-0.023419927,0.012474047,15.01789052,3.480912841
4134,"Docker, TypeScript","Python, Kubernetes",0.013716756,0.726635514,0.994935284,-0.024037401,0.012409606,10.49363504,3.404811853
4135,"Docker, TypeScript","Java, JavaScript",0.013716756,0.726635514,0.994935284,-0.024037401,0.012803416,15.01823793,3.48112688
4136,Written Communication,Verbal Communication,0.012437701,0.726804124,0.995403495,-0.02178803,0.01219693,51.65777397,3.60887732
4137,"JavaScript, Go","Python, AWS",0.014201914,0.726862302,0.99476553,-0.024875402,0.012191431,7.063930126,3.284432315
4138,"JavaScript, Go, TypeScript",Docker,0.011511489,0.727019499,0.99574505,-0.020156133,0.009938095,7.316339588,3.299249219
4139,"Agile, Cloud Computing",Python,0.011864332,0.727027027,0.99561689,-0.020773607,0.006976486,2.427313177,2.566117592
4140,"SQL, Tableau, Data Visualization",Python,0.01433423,0.727069351,0.994723183,-0.025095929,0.008429184,2.427454484,2.566515528
4141,"Java, HTML/CSS","Python, JavaScript",0.011290963,0.727272727,0.995830619,-0.019759185,0.010680176,18.48593559,3.522412855
4142,"Kubernetes, Agile",Python,0.019318132,0.727574751,0.992953813,-0.033784678,0.011365475,2.429141853,2.571276892
4143,"Python, SQL, GCP",Java,0.013319808,0.727710843,0.995105683,-0.023287611,0.010156034,4.210101544,3.037767818
4144,"SQL, Java, TypeScript",Kubernetes,0.012746438,0.727959698,0.995318596,-0.022273188,0.010873669,6.806198032,3.282765763
4145,"SQL, Java, TypeScript",Docker,0.012746438,0.727959698,0.995318596,-0.022273188,0.011006501,7.325801255,3.310651762
4146,"Java, AWS, Software Engineering",Python,0.014642967,0.728070175,0.994638765,-0.025581088,0.008619028,2.430795919,2.57596146
4147,"Java, Docker",Python,0.038636263,0.728179551,0.986304239,-0.067481145,0.02274416,2.43116109,2.576997981
4148,"Kubernetes, JavaScript, TypeScript",Go,0.011467384,0.728291317,0.995788102,-0.020023817,0.010469438,11.49098749,3.447150228
4149,"AWS, Cloud computing",Java,0.011952543,0.728494624,0.995617271,-0.020861818,0.009116582,4.21463603,3.04653723
4150,"AWS, Docker, GCP",SQL,0.011246857,0.728571429,0.995873692,-0.019626869,0.00793249,3.393364832,2.893193156
4151,"AWS, Open Source RDBMS","Python, Docker",0.010673488,0.728915663,0.996087807,-0.018612447,0.009720239,11.19695448,3.448744223
4152,"Python, Go, TypeScript",Kubernetes,0.011864332,0.72899729,0.995660099,-0.020685397,0.010123647,6.815899198,3.295334539
4153,"Python, Kubernetes, JavaScript",AWS,0.013055176,0.729064039,0.995233762,-0.022758347,0.010077692,4.384633678,3.077195543
4154,HTML/CSS,"SQL, Go",0.012702333,0.729113924,0.99536154,-0.022140872,0.012127581,22.10053476,3.569800384
4155,"Java, Cloud Computing",AWS,0.018788868,0.729452055,0.993206346,-0.03272615,0.014505985,4.386967225,3.081608806
4156,Windows,Linux,0.030123936,0.729700855,0.989283748,-0.05244123,0.026083621,7.455839332,3.337525489
4157,"Kubernetes, Docker, Software Engineering",Java,0.013099281,0.72972973,0.995233969,-0.022802452,0.009996496,4.221781618,3.060459577
4158,GCP,Python,0.030873726,0.729927007,0.989040284,-0.053720284,0.018204959,2.436995293,2.593671959
4159,Computer Engineering,Computer Science,0.010497067,0.73006135,0.996173747,-0.018259604,0.009418993,9.736871166,3.426782156
4160,"Java, HTML/CSS","Python, TypeScript",0.011335068,0.730113636,0.99587405,-0.01971508,0.010994753,33.30757843,3.624042508
4161,"SQL, Data Mining",Data Visualization,0.010144224,0.73015873,0.996302419,-0.017642129,0.0094469,14.54735403,3.519877232
4162,"Java, TypeScript","AWS, JavaScript",0.017906761,0.730215827,0.993542555,-0.031138358,0.017062051,21.1986984,3.578985872
4163,"NoSQL, Scala","SQL, Java",0.011820227,0.730245232,0.995703125,-0.020553081,0.010510902,9.027726356,3.407208859
4164,"JavaScript, HTML/CSS","AWS, TypeScript",0.011820227,0.730245232,0.995703125,-0.020553081,0.011416149,29.2523854,3.614528828
4165,Agile practices,SQL,0.011467384,0.730337079,0.995831343,-0.019935606,0.008096199,3.401588452,2.912136682
4166,"Go, TypeScript",Kubernetes,0.012305385,0.730366492,0.995532422,-0.021391082,0.010503376,6.828700815,3.312068287
4167,"Docker, Node.js",Java,0.010056014,0.730769231,0.996345443,-0.017465708,0.007677466,4.227795552,3.072276024
4168,"AWS, Docker, Software Engineering",SQL,0.010894015,0.730769231,0.99604537,-0.018921184,0.007693283,3.403601226,2.916811059
4169,"SQL, TypeScript","AWS, JavaScript",0.014731178,0.730853392,0.994682231,-0.025581088,0.014036875,21.21720736,3.587463904
4170,"SQL, RDBMS","Java, NoSQL",0.01018833,0.731012658,0.996302579,-0.017686235,0.009708243,21.22183099,3.58958803
4171,"SQL, RDBMS","Kubernetes, Docker",0.01018833,0.731012658,0.996302579,-0.017686235,0.009058496,9.017546246,3.416273827
4172,"Docker, Agile","AWS, Kubernetes",0.019538658,0.731023102,0.992997981,-0.033916994,0.017869422,11.70514604,3.485603671
4173,"SQL, HTML/CSS","Java, AWS",0.010673488,0.731117825,0.996131108,-0.018524236,0.009486804,8.994375714,3.416789856
4174,"Kubernetes, Scala",Go,0.011158647,0.731213873,0.995959859,-0.019362237,0.01019145,11.53709961,3.484631666
4175,"Kubernetes, Scala","Python, Go",0.011158647,0.731213873,0.995959859,-0.019362237,0.010315294,13.2312946,3.514824368
4176,"SQL, Open Source RDBMS","AWS, Docker",0.011290963,0.731428571,0.995917126,-0.019582764,0.010359563,12.1225731,3.498748629
4177,"Kubernetes, Go","SQL, Docker",0.025360561,0.731552163,0.991005584,-0.043973008,0.023752064,15.76661805,3.552277455
4178,"Java, Kubernetes",Python,0.039430159,0.731587561,0.986273279,-0.068363251,0.023287058,2.442539358,2.609717909
4179,"AWS, Go, TypeScript",Kubernetes,0.010100119,0.731629393,0.996345602,-0.017509813,0.008623603,6.840508547,3.327654248
4180,HTML/CSS,Go,0.012746438,0.73164557,0.99540489,-0.022096767,0.011642269,11.54391093,3.490237328
4181,"Teamwork, Problem Solving",Communication,0.020685397,0.731669267,0.992622459,-0.035857628,0.015450809,3.951676342,3.036722041
4182,"Kafka, Hadoop",Java,0.010585278,0.731707317,0.996174079,-0.018347815,0.008084753,4.233222761,3.083018248
4183,"React, Angular",JavaScript,0.011908437,0.731707317,0.995703498,-0.020641291,0.010563983,8.857447944,3.419365445
4184,"AWS, Agile",Python,0.034666784,0.731843575,0.987872152,-0.060071451,0.020478822,2.443394108,2.612209456
4185,"Java, AWS",Python,0.059498081,0.731958763,0.979849894,-0.103074141,0.035151326,2.443778682,2.613332021
4186,"AWS, JavaScript, Go",Kubernetes,0.011202752,0.731988473,0.995960035,-0.019406342,0.009565848,6.843865831,3.332112612
4187,"AWS, JavaScript, Go",Docker,0.011202752,0.731988473,0.995960035,-0.019406342,0.00968195,7.366344714,3.360417796
4188,"Kubernetes, NoSQL","Java, AWS",0.016274864,0.732142857,0.99417526,-0.028183302,0.014467949,9.006985893,3.429865185
4189,"Python, Hive","Spark, Hadoop",0.011996648,0.733153639,0.995703871,-0.020729502,0.011600435,30.27831048,3.656734059
4190,"Java, Hadoop","Python, Spark",0.013937282,0.733178654,0.995022507,-0.024081507,0.013227983,19.64936126,3.607983064
4191,Open Source RDBMS,"SQL, Docker",0.013231597,0.733496333,0.995277706,-0.022846558,0.012394606,15.80851934,3.578191657
4192,"Problem Solving, Collaboration",Communication,0.013849072,0.73364486,0.995065149,-0.023905085,0.010353902,3.962346333,3.05924583
4193,"Scala, Hadoop","Python, Java",0.012040753,0.733870968,0.995704057,-0.020773607,0.010268549,6.794224766,3.351705205
4194,Hadoop,Spark,0.024213823,0.733957219,0.991503352,-0.041767741,0.022818411,17.35246302,3.599808242
4195,"Software Engineering, Cloud Computing",AWS,0.013760861,0.734117647,0.995107802,-0.023728664,0.010644037,4.415026369,3.135683588
4196,HTML/CSS,"AWS, JavaScript",0.012790544,0.734177215,0.99544824,-0.022052662,0.012190435,21.31370038,3.632321221
4197,"AWS, Cloud Computing",Python,0.022052662,0.734214391,0.992249722,-0.038018789,0.013056384,2.451309509,2.635510439
4198,"Python, RDBMS","SQL, Java",0.01084991,0.734328358,0.99613178,-0.018700657,0.009654749,9.078204398,3.459574498
4199,"Java, RDBMS","AWS, NoSQL",0.010982226,0.734513274,0.996088997,-0.018921184,0.010512697,23.38991498,3.64838207
4200,"Go, Scala","Kubernetes, Docker",0.010982226,0.734513274,0.996088997,-0.018921184,0.009770157,9.060728764,3.461319631
4201,"Python, Java, Cloud Computing",SQL,0.014290125,0.734693878,0.994938133,-0.024610771,0.010114022,3.421880502,2.959959152
4202,"SQL, JavaScript, Go",HTML/CSS,0.012217175,0.734748011,0.995661605,-0.021038239,0.011927493,42.17453581,3.704320557
4203,"AWS, Go, TypeScript",Docker,0.010144224,0.734824281,0.996389106,-0.017465708,0.008772435,7.39488279,3.39635435
4204,"Agile, Scala","Java, AWS",0.012834649,0.734848485,0.995448437,-0.022096767,0.01141493,9.040271132,3.464863809
4205,"Python, SQL, NoSQL",AWS,0.022493715,0.734870317,0.992125647,-0.038724474,0.017404124,4.41955297,3.1445854
4206,"Python, Kubernetes, Cloud Computing",Java,0.01027654,0.735015773,0.996346237,-0.017686235,0.007859875,4.252363516,3.121511216
4207,"AWS, Agile, JavaScript",SQL,0.01027654,0.735015773,0.996346237,-0.017686235,0.007274671,3.423379749,2.963554826
4208,NoSQL databases,"Python, Java",0.010408856,0.735202492,0.996303383,-0.017906761,0.008879616,6.806552105,3.368559131
4209,"AWS, RDBMS","Kubernetes, Docker",0.010056014,0.735483871,0.996432145,-0.017289287,0.008947632,9.072701745,3.474020351
4210,"Python, Power BI",Tableau,0.013496229,0.735576923,0.995235827,-0.0231994,0.012549423,14.25447485,3.586664154
4211,"AWS, Google Cloud",Python,0.012393596,0.735602094,0.995619172,-0.021302871,0.007347226,2.455942613,2.649343027
4212,"JavaScript, HTML/CSS","Python, TypeScript",0.011908437,0.735694823,0.995789931,-0.02046487,0.01155362,33.56219058,3.700569413
4213,"AWS, Go",Docker,0.027389406,0.735781991,0.990517498,-0.04706038,0.023690395,7.404520671,3.408665094
4214,"Kubernetes, Agile","AWS, Docker",0.019538658,0.735880399,0.993168636,-0.033564151,0.017936651,12.19635693,3.557721247
4215,"Docker, TypeScript","SQL, Kubernetes",0.013893177,0.735981308,0.995108437,-0.02386098,0.01300981,15.72752517,3.610366546
4216,"Docker, TypeScript","Java, Kubernetes",0.013893177,0.735981308,0.995108437,-0.02386098,0.012875765,13.65540442,3.583470886
4217,"Leadership, Collaboration",Communication,0.012173069,0.736,0.995704616,-0.020905923,0.009110713,3.975066222,3.086537318
4218,"Kubernetes, TypeScript","SQL, JavaScript",0.013540334,0.736211031,0.995236033,-0.023243505,0.012875977,20.38109,3.653972887
4219,"DevOps, Ansible",Python,0.010717594,0.736363636,0.996217885,-0.01839192,0.006358164,2.458485161,2.656995941
4220,"AWS, Bachelor's Degree",Java,0.012570017,0.736434109,0.995576756,-0.021567503,0.009619703,4.260569161,3.138309106
4221,Hive,"Python, Spark",0.013804966,0.736470588,0.995151095,-0.023684559,0.013105541,19.73758587,3.653052955
4222,"SQL, AWS, GCP",Java,0.013937282,0.736596737,0.995108649,-0.023905085,0.010666779,4.26151003,3.140246732
4223,"SQL, Go","Python, Docker",0.024302033,0.736631016,0.991588745,-0.041679531,0.022154351,11.31547089,3.549774649
4224,"Python, Java, Microsoft Azure",SQL,0.010364751,0.736677116,0.996346555,-0.017774445,0.007343942,3.431117554,2.982252333
4225,"Agile, Go","Kubernetes, Docker",0.013099281,0.736972705,0.995406483,-0.02244961,0.011658385,9.091067538,3.493684617
4226,"Python, Kubernetes, Linux",Docker,0.010011908,0.737012987,0.996475349,-0.017156971,0.008662032,7.416908768,3.424620463
4227,"Python, Node.js",AWS,0.011996648,0.737127371,0.995790296,-0.020553081,0.009290511,4.433127026,3.171585168
4228,"SQL, Open Source RDBMS","Python, Go",0.011379173,0.737142857,0.996003996,-0.019494553,0.010526071,13.33857941,3.594104461
4229,"AWS, Software Engineering, Cloud Computing",Python,0.010144224,0.737179487,0.996432456,-0.017377497,0.006022582,2.461209029,2.665243822
4230,"Python, Java, Kafka",Spark,0.011511489,0.737288136,0.995961263,-0.01971508,0.010851094,17.43121366,3.645450109
4231,"SQL, RDBMS","Python, AWS",0.01027654,0.737341772,0.996389578,-0.017598024,0.008842426,7.165773682,3.415473742
4232,"SQL, RDBMS","Java, Docker",0.01027654,0.737341772,0.996389578,-0.017598024,0.009537046,13.89671654,3.605222283
4233,"Go, Scala","SQL, Docker",0.011026331,0.737463127,0.996132453,-0.018877078,0.01033259,15.89401281,3.632256255
4234,"Java, Open Source RDBMS","Python, AWS",0.012393596,0.737532808,0.995662358,-0.021214661,0.010664489,7.167630246,3.417959688
4235,"Teamwork, Leadership",Communication,0.020332554,0.7376,0.992960769,-0.0347991,0.015228627,3.98370767,3.105357667
4236,"SQL, Docker",AWS,0.034225731,0.737642586,0.988366702,-0.05857187,0.026510674,4.436225555,3.177813488
4237,"Python, Statistics",SQL,0.01367265,0.738095238,0.995236652,-0.023375821,0.00969541,3.437722542,2.99840018
4238,"SQL, Tableau, Power BI",Python,0.011952543,0.738419619,0.995833333,-0.020420765,0.007104328,2.465349435,2.677879526
4239,"Java, Cloud computing",Python,0.011335068,0.738505747,0.996047087,-0.019362237,0.006737851,2.465636991,2.678761542
4240,"Kubernetes, TypeScript","AWS, Docker",0.01358444,0.738609113,0.995279342,-0.0231994,0.012474743,12.24158217,3.594861042
4241,"TypeScript, HTML/CSS","JavaScript, Go",0.011114542,0.739002933,0.996132789,-0.018965289,0.010820682,37.82260381,3.756599073
4242,HTML/CSS,Python,0.012878754,0.739240506,0.99553494,-0.021964451,0.007660649,2.468090119,2.686309665
4243,"SQL, Go","Java, Kubernetes",0.024390244,0.739304813,0.991674139,-0.04159132,0.022612149,13.71706876,3.629155202
4244,"SQL, Go","Java, Docker",0.024390244,0.739304813,0.991674139,-0.04159132,0.022639796,13.93371407,3.632369689
4245,"Software Engineering, JavaScript",Java,0.01226128,0.739361702,0.995748189,-0.020905923,0.009394825,4.277506474,3.173559849
4246,"Kubernetes, Docker, Linux",Python,0.010011908,0.739413681,0.996518712,-0.01706876,0.005956318,2.468668294,2.688094871
4247,"Java, Node.js",AWS,0.012393596,0.739473684,0.995705548,-0.02112645,0.009606788,4.447237889,3.200148622
4248,"SQL, TypeScript",Go,0.014907599,0.739606127,0.994855166,-0.025404666,0.013630117,11.66951268,3.596938127
4249,"SQL, TypeScript","Python, Go",0.014907599,0.739606127,0.994855166,-0.025404666,0.013793691,13.38315221,3.628103912
4250,"Python, Kubernetes, Ansible",Terraform,0.01027654,0.73968254,0.996432922,-0.017509813,0.009665003,16.80443108,3.672373286
4251,"Java, CSS","JavaScript, HTML",0.011290963,0.739884393,0.996090186,-0.019229921,0.010891161,28.2414122,3.743725528
4252,"SQL, Agile",Python,0.031888149,0.740020471,0.989260042,-0.054293653,0.018981594,2.470694174,2.694368862
4253,"Kubernetes, NoSQL","Python, Docker",0.016451286,0.740079365,0.994347845,-0.02800688,0.015004184,11.36844136,3.596869263
4254,"Go, Scala","Java, Kubernetes",0.011070436,0.740412979,0.996175908,-0.018832973,0.010264589,13.73762969,3.644647919
4255,"Docker, Azure",Python,0.013716756,0.74047619,0.995279955,-0.023331716,0.00816839,2.472215678,2.69910013
4256,"SQL, RDBMS",Kubernetes,0.010320646,0.740506329,0.996433077,-0.017553919,0.008829978,6.923505155,3.44148891
4257,"Java, JavaScript, TypeScript",Python,0.016495391,0.740594059,0.994348089,-0.028050986,0.009824142,2.472609205,2.700326548
4258,"Python, Kubernetes, Software Engineering",Java,0.011335068,0.740634006,0.996090356,-0.019274026,0.008689696,4.284867265,3.189127548
4259,"SQL, Go","Python, Kubernetes",0.024434349,0.740641711,0.991716835,-0.041547215,0.022149891,10.69590415,3.588682847
4260,"Python, Java, Open Source RDBMS",Docker,0.011467384,0.740740741,0.996047603,-0.019494553,0.009929051,7.454422909,3.473861295
4261,"Python, AWS, Software Engineering",Java,0.014642967,0.741071429,0.994982916,-0.024875402,0.011227617,4.287397933,3.194515123
4262,"JavaScript, HTML/CSS","Java, AWS",0.011996648,0.741144414,0.995876736,-0.020376659,0.010680898,9.117725069,3.549136812
4263,"AWS, Kubernetes, DevOps",Docker,0.011246857,0.74127907,0.996133293,-0.019097605,0.009739204,7.459840368,3.481089471
4264,"Java, Go","Python, SQL",0.029197724,0.741321389,0.990197743,-0.049574384,0.023911623,5.523489925,3.346962069
4265,"Java, Bachelor's Degree",Python,0.01367265,0.741626794,0.995322853,-0.0231994,0.008150706,2.47605718,2.711119932
4266,"Java, AWS, TypeScript",Python,0.014201914,0.741935484,0.995152984,-0.024081507,0.008468603,2.477087796,2.714362899
4267,"Python, Open Source RDBMS",Kubernetes,0.012305385,0.742021277,0.995791574,-0.020861818,0.010531679,6.937669445,3.461698619
4268,"Python, Open Source RDBMS","SQL, Docker",0.012305385,0.742021277,0.995791574,-0.020861818,0.011535926,15.99225133,3.696433516
4269,"Python, Open Source RDBMS","Kubernetes, Docker",0.012305385,0.742021277,0.995791574,-0.020861818,0.010961026,9.15334516,3.562055053
4270,"Java, Azure","Python, AWS",0.017906761,0.742230347,0.993927649,-0.030344463,0.015424291,7.213282754,3.480247853
4271,"Java, AWS, Kubernetes",SQL,0.028844882,0.742338252,0.990362571,-0.048868698,0.020502146,3.457484632,3.047775974
4272,"Python, TypeScript",Go,0.016274864,0.742454728,0.994475615,-0.027565827,0.014885567,11.71445794,3.636722368
4273,"JavaScript, Go","SQL, TypeScript",0.014510651,0.742663657,0.995068351,-0.024566665,0.014116828,36.84554287,3.807638887
4274,"AWS, Kubernetes, JavaScript",TypeScript,0.012481807,0.742782152,0.995749111,-0.02112645,0.011837005,19.35758591,3.738575596
4275,"Data Analysis, Tableau",Data Visualization,0.014157809,0.743055556,0.995195845,-0.023949191,0.013201478,14.80430458,3.696550606
4276,Open Source RDBMS,"Python, AWS",0.013408018,0.743276284,0.995451001,-0.022670136,0.011551838,7.223447569,3.494426977
4277,"Go, TypeScript","SQL, AWS",0.012525912,0.743455497,0.995749295,-0.021170555,0.0113377,10.54181769,3.623057903
4278,"Python, Kubernetes, Software Engineering",SQL,0.011379173,0.74351585,0.996133797,-0.019229921,0.008093215,3.462969365,3.061769258
4279,"JavaScript, HTML/CSS","Python, SQL",0.012040753,0.74386921,0.995920139,-0.020332554,0.009868302,5.542473412,3.380255454
4280,"AWS, Open Source RDBMS","Java, Docker",0.010894015,0.743975904,0.996305151,-0.01839192,0.010117078,14.02175034,3.698641297
4281,"AWS, Kubernetes, Azure",Python,0.013716756,0.744019139,0.99536616,-0.023155295,0.008194811,2.484044461,2.736457502
4282,"Azure, GCP",Python,0.019362237,0.744067797,0.993509006,-0.032682045,0.011568105,2.484206914,2.736977757
4283,HTML/CSS,"SQL, TypeScript",0.012966965,0.744303797,0.99562164,-0.02187624,0.012615813,36.92691466,3.832062649
4284,"Java, HTML/CSS","JavaScript, Go",0.011555595,0.744318182,0.996091205,-0.019494553,0.011252256,38.09464139,3.834693247
4285,NoSQL databases,SQL,0.010541172,0.744548287,0.996433852,-0.017774445,0.007501424,3.467778,3.074143738
4286,RDBMS,NoSQL,0.013628545,0.744578313,0.99540887,-0.022978874,0.012727608,15.12708252,3.722387363
4287,"Kubernetes, Cloud Computing",AWS,0.013628545,0.744578313,0.99540887,-0.022978874,0.010585058,4.477937426,3.264103925
4288,"Java, Docker, TypeScript",Go,0.010805804,0.744680851,0.996348144,-0.018215499,0.009886129,11.74958172,3.66843088
4289,"Data Analysis, R",Data Visualization,0.01093812,0.744744745,0.996305312,-0.018436025,0.010200949,14.83795922,3.721013073
4290,"Java, Go, Scala",Kubernetes,0.011070436,0.744807122,0.996262495,-0.018656552,0.009480705,6.963716235,3.499488686
4291,"TypeScript, HTML/CSS","Java, AWS",0.011202752,0.744868035,0.996219692,-0.018877078,0.009980216,9.163533891,3.600936047
4292,"Docker, JavaScript",Java,0.020112028,0.745098039,0.993300408,-0.033872888,0.015446415,4.310693504,3.24497793
4293,"Python, Kafka, Hadoop",Scala,0.010056014,0.745098039,0.996605596,-0.016936444,0.0094179,15.75896254,3.737590289
4294,"AWS, RDBMS",Kubernetes,0.01018833,0.74516129,0.996562677,-0.017156971,0.008725966,6.967027602,3.50435219
4295,TensorFlow,"Python, PyTorch",0.010452962,0.745283019,0.996476882,-0.017598024,0.010261815,54.685443,3.872421268
4296,"Java, Open Source RDBMS",Kubernetes,0.012525912,0.745406824,0.995792487,-0.021082345,0.010728619,6.969323268,3.507731845
4297,"Java, Open Source RDBMS","Kubernetes, Docker",0.012525912,0.745406824,0.995792487,-0.021082345,0.011163675,9.195108228,3.609422807
4298,"Docker, Scala","Kubernetes, Go",0.010982226,0.745508982,0.996305472,-0.018480131,0.010471543,21.50499383,3.793191695
4299,"Kubernetes, Go",SQL,0.02584572,0.745547074,0.991474487,-0.043487849,0.018402598,3.47242991,3.086210471
4300,PyTorch,TensorFlow,0.011379173,0.74566474,0.996177071,-0.01914171,0.011165138,53.16495801,3.876672494
4301,"SQL, Open Source RDBMS","Kubernetes, Go",0.011511489,0.745714286,0.9961343,-0.019362237,0.010976343,21.51091603,3.796254219
4302,Open Source RDBMS,"Python, SQL, Java",0.013452124,0.745721271,0.995494325,-0.022626031,0.01233587,12.05113214,3.689338217
4303,"Kubernetes, TypeScript","Python, Docker",0.013716756,0.745803357,0.995409268,-0.023067084,0.012519452,11.45636824,3.677863455
4304,"Go, Scala",Kubernetes,0.011158647,0.746312684,0.996262819,-0.018744762,0.009559481,6.97779278,3.520257165
4305,"Go, Scala","Python, Kubernetes",0.011158647,0.746312684,0.996262819,-0.018744762,0.010123311,10.77780095,3.668904926
4306,"SQL, Kubernetes, JavaScript",AWS,0.013496229,0.746341463,0.99549452,-0.022670136,0.01048941,4.488541114,3.286792322
4307,"Python, TypeScript","SQL, JavaScript",0.016363075,0.746478873,0.994561934,-0.027477617,0.015571263,20.66534248,3.801962197
4308,"SQL, RDBMS",Docker,0.010408856,0.746835443,0.996520075,-0.017465708,0.009023918,7.515756769,3.557491289
4309,HTML/CSS,"SQL, Java, JavaScript",0.01301107,0.746835443,0.99566499,-0.021832135,0.012520072,26.49921753,3.838675958
4310,RDBMS,AWS,0.01367265,0.746987952,0.995452183,-0.022934768,0.010629163,4.492429133,3.29519063
4311,"Software Engineering, Go","Python, AWS",0.011070436,0.74702381,0.996305793,-0.018568341,0.009545555,7.259867481,3.546192543
4312,"SQL, AWS, TypeScript",Kubernetes,0.011467384,0.747126437,0.996177403,-0.019229921,0.009825763,6.985401114,3.531585426
4313,"Machine Learning, Data Visualization",SQL,0.0115997,0.747159091,0.996134636,-0.019450448,0.008266394,3.479937976,3.10588697
4314,"Python, Open Source RDBMS","Java, AWS",0.012393596,0.747340426,0.995878346,-0.020773607,0.011045579,9.193949793,3.636172865
4315,"Python, SQL, Kubernetes",AWS,0.029374145,0.747474747,0.990451536,-0.049221541,0.022839815,4.495356751,3.301542804
4316,"NoSQL, RDBMS","SQL, Java",0.01018833,0.747572816,0.99660604,-0.01706876,0.009085928,9.241940265,3.64109293
4317,"AWS, Kubernetes, Cloud Computing",Java,0.01018833,0.747572816,0.99660604,-0.01706876,0.007832653,4.325011086,3.276791439
4318,"Java, AWS, Scala",SQL,0.019229921,0.747855918,0.993679051,-0.032196886,0.013709132,3.483183488,3.114470417
4319,"AWS, Docker, JavaScript",Python,0.013363913,0.748148148,0.995580206,-0.022361399,0.008013704,2.497829917,2.781320617
4320,"Java, Kubernetes, TypeScript",Go,0.010761699,0.748466258,0.996434628,-0.017994972,0.009850409,11.80930791,3.723638194
4321,"Docker, Scala","SQL, Go",0.011026331,0.748502994,0.996348937,-0.018436025,0.010540338,22.6882465,3.845012843
4322,"Java, JavaScript, TypeScript",SQL,0.016671812,0.748514851,0.994520666,-0.027874564,0.011889654,3.486252512,3.122630858
4323,"SQL, Open Source RDBMS","Docker, Go",0.011555595,0.748571429,0.996177735,-0.019318132,0.011068789,23.73756643,3.851848214
4324,"Go, TypeScript","Java, AWS",0.012614123,0.748691099,0.995836044,-0.021082345,0.011244595,9.210566087,3.655715682
4325,"SQL, Kubernetes, JavaScript",TypeScript,0.013540334,0.748780488,0.995537842,-0.022626031,0.012846453,19.51390805,3.827841079
4326,"SQL, Hadoop",Spark,0.01631897,0.748987854,0.994647559,-0.02725709,0.015397401,17.70782234,3.815365157
4327,NoSQL,Python,0.03687205,0.749103943,0.988229854,-0.061571032,0.022129251,2.501021012,2.791916124
4328,"AWS, HTML/CSS",Python,0.010011908,0.749174917,0.996692201,-0.016715918,0.006009159,2.501257974,2.79270614
4329,"JavaScript, TypeScript",Java,0.022273188,0.74925816,0.992761383,-0.037180788,0.017134915,4.334761487,3.298816177
4330,"Go, Scala","Java, Docker",0.011202752,0.749262537,0.996306275,-0.018700657,0.010409434,14.12138778,3.776624697
4331,"JavaScript, HTML/CSS",Python,0.012128964,0.749318801,0.996006944,-0.020244343,0.00728075,2.501738356,2.794309071
4332,Scala,"Python, Java",0.03546068,0.75,0.988713413,-0.059101134,0.030353683,6.943548387,3.567944251
4333,"Agile, Scala",SQL,0.013099281,0.75,0.995708527,-0.021832135,0.009349311,3.49316968,3.141181141
4334,"Java, HTML/CSS","Python, SQL",0.011643805,0.75,0.996178067,-0.019406342,0.009560146,5.588153138,3.463150002
4335,"Python, TypeScript",AWS,0.016451286,0.750503018,0.994648252,-0.027389406,0.012806435,4.513568947,3.341615293
4336,"Python, Go, Scala",Kubernetes,0.011158647,0.75074184,0.996349413,-0.018568341,0.009568916,7.019204014,3.582809845
4337,"Docker, Agile",Python,0.020067922,0.750825083,0.993513467,-0.03338773,0.012062424,2.506767353,2.811200883
4338,"Docker, Go","Python, AWS",0.023684559,0.751048951,0.992389259,-0.039386054,0.020439648,7.29898537,3.603528822
4339,"AWS, Go",SQL,0.027962775,0.751184834,0.99107029,-0.046487011,0.019970415,3.498688115,3.156139146
4340,"AWS, RDBMS",Docker,0.01027654,0.751612903,0.996649698,-0.01706876,0.008917899,7.5638346,3.62591583
4341,"AWS, RDBMS","Python, SQL",0.01027654,0.751612903,0.996649698,-0.01706876,0.0084415,5.600170672,3.485637989
4342,"Kubernetes, Terraform, Ansible",Python,0.01027654,0.751612903,0.996649698,-0.01706876,0.006181318,2.509397637,2.820117297
4343,"Kubernetes, GCP","Python, AWS",0.013893177,0.751789976,0.995496276,-0.023067084,0.011991614,7.306186939,3.614287071
4344,"NoSQL, Scala","Python, SQL",0.012173069,0.752043597,0.996050347,-0.020200238,0.010000618,5.603379714,3.491692447
4345,"Go, Scala",Docker,0.011246857,0.752212389,0.996349731,-0.018656552,0.009761117,7.569867512,3.634688207
