Size,Support,Item 1,Item 2,Item 3,Item 4
3,0.015,JavaScript,TypeScript,HTML/CSS,
3,0.024,JavaScript,HTML,CSS,
3,0.011,Go,TypeScript,HTML/CSS,
3,0.011,Tableau,Data Visualization,R,
3,0.011,Tableau,Data Visualization,Power BI,
3,0.01,Tableau,R,Power BI,
3,0.011,NoSQL,Spark,Hadoop,
3,0.011,Scala,Spark,Kafka,
3,0.014,Scala,Spark,Hadoop,
3,0.01,Scala,Spark,Hive,
3,0.01,Scala,Kafka,Hadoop,
3,0.01,Scala,Hadoop,Hive,
3,0.013,Spark,Kafka,Hadoop,
3,0.01,Spark,Kafka,Snowflake,
3,0.013,Spark,Hadoop,Hive,
3,0.013,Integrity,Confidentiality,Availability,
4,0.041,Python,SQL,Java,AWS
4,0.031,Python,SQL,Java,Kubernetes
4,0.031,Python,SQL,Java,Docker
4,0.024,Python,SQL,Java,Agile
4,0.014,Python,SQL,Java,Software Engineering
4,0.02,Python,SQL,Java,JavaScript
4,0.012,Python,SQL,Java,Azure
4,0.029,Python,SQL,Java,Go
4,0.014,Python,SQL,Java,Cloud Computing
4,0.024,Python,SQL,Java,NoSQL
4,0.025,Python,SQL,Java,Scala
4,0.013,Python,SQL,Java,GCP
4,0.012,Python,SQL,Java,Spark
4,0.015,Python,SQL,Java,TypeScript
4,0.011,Python,SQL,Java,Hadoop
4,0.01,Python,SQL,Java,Microsoft Azure
4,0.011,Python,SQL,Java,RDBMS
4,0.013,Python,SQL,Java,Open Source RDBMS
4,0.012,Python,SQL,Java,HTML/CSS
4,0.029,Python,SQL,AWS,Kubernetes
4,0.03,Python,SQL,AWS,Docker
4,0.024,Python,SQL,AWS,Agile
4,0.013,Python,SQL,AWS,Software Engineering
4,0.017,Python,SQL,AWS,JavaScript
4,0.017,Python,SQL,AWS,Azure
4,0.026,Python,SQL,AWS,Go
4,0.015,Python,SQL,AWS,Cloud Computing
4,0.022,Python,SQL,AWS,NoSQL
4,0.02,Python,SQL,AWS,Scala
4,0.017,Python,SQL,AWS,GCP
4,0.012,Python,SQL,AWS,Spark
4,0.013,Python,SQL,AWS,TypeScript
4,0.011,Python,SQL,AWS,Microsoft Azure
4,0.01,Python,SQL,AWS,RDBMS
4,0.012,Python,SQL,AWS,Open Source RDBMS
4,0.036,Python,SQL,Kubernetes,Docker
4,0.016,Python,SQL,Kubernetes,Agile
4,0.011,Python,SQL,Kubernetes,Software Engineering
4,0.015,Python,SQL,Kubernetes,JavaScript
4,0.024,Python,SQL,Kubernetes,Go
4,0.01,Python,SQL,Kubernetes,Cloud Computing
4,0.017,Python,SQL,Kubernetes,NoSQL
4,0.013,Python,SQL,Kubernetes,Scala
4,0.011,Python,SQL,Kubernetes,GCP
4,0.013,Python,SQL,Kubernetes,TypeScript
4,0.012,Python,SQL,Kubernetes,Open Source RDBMS
4,0.017,Python,SQL,Docker,Agile
4,0.011,Python,SQL,Docker,Software Engineering
4,0.015,Python,SQL,Docker,JavaScript
4,0.024,Python,SQL,Docker,Go
4,0.016,Python,SQL,Docker,NoSQL
4,0.013,Python,SQL,Docker,Scala
4,0.011,Python,SQL,Docker,GCP
4,0.013,Python,SQL,Docker,TypeScript
4,0.012,Python,SQL,Docker,Open Source RDBMS
4,0.015,Python,SQL,Agile,Go
4,0.016,Python,SQL,Agile,NoSQL
4,0.012,Python,SQL,Agile,Scala
4,0.01,Python,SQL,Software Engineering,Go
4,0.011,Python,SQL,Data Analysis,Tableau
4,0.014,Python,SQL,Data Analysis,Data Visualization
4,0.012,Python,SQL,Data Analysis,R
4,0.015,Python,SQL,JavaScript,Go
4,0.016,Python,SQL,JavaScript,TypeScript
4,0.012,Python,SQL,JavaScript,HTML/CSS
4,0.011,Python,SQL,Azure,GCP
4,0.012,Python,SQL,Go,NoSQL
4,0.013,Python,SQL,Go,Scala
4,0.011,Python,SQL,Go,GCP
4,0.015,Python,SQL,Go,TypeScript
4,0.011,Python,SQL,Go,Open Source RDBMS
4,0.012,Python,SQL,Go,HTML/CSS
4,0.01,Python,SQL,Machine Learning,Data Visualization
4,0.01,Python,SQL,Machine Learning,R
4,0.014,Python,SQL,Tableau,Data Visualization
4,0.017,Python,SQL,Tableau,R
4,0.012,Python,SQL,Tableau,Power BI
4,0.015,Python,SQL,Data Visualization,R
4,0.012,Python,SQL,NoSQL,Scala
4,0.01,Python,SQL,Scala,Spark
4,0.01,Python,SQL,Spark,Kafka
4,0.015,Python,SQL,Spark,Hadoop
4,0.01,Python,SQL,R,Power BI
4,0.012,Python,SQL,TypeScript,HTML/CSS
4,0.03,Python,Java,AWS,Kubernetes
4,0.03,Python,Java,AWS,Docker
4,0.027,Python,Java,AWS,Agile
4,0.015,Python,Java,AWS,Software Engineering
4,0.018,Python,Java,AWS,JavaScript
4,0.018,Python,Java,AWS,Azure
4,0.028,Python,Java,AWS,Go
4,0.015,Python,Java,AWS,Cloud Computing
4,0.022,Python,Java,AWS,NoSQL
4,0.025,Python,Java,AWS,Scala
4,0.018,Python,Java,AWS,GCP
4,0.013,Python,Java,AWS,Spark
4,0.014,Python,Java,AWS,TypeScript
4,0.01,Python,Java,AWS,Kafka
4,0.01,Python,Java,AWS,Hadoop
4,0.01,Python,Java,AWS,Node.js
4,0.013,Python,Java,AWS,Microsoft Azure
4,0.011,Python,Java,AWS,RDBMS
4,0.012,Python,Java,AWS,Open Source RDBMS
4,0.035,Python,Java,Kubernetes,Docker
4,0.016,Python,Java,Kubernetes,Agile
4,0.011,Python,Java,Kubernetes,Software Engineering
4,0.015,Python,Java,Kubernetes,JavaScript
4,0.025,Python,Java,Kubernetes,Go
4,0.01,Python,Java,Kubernetes,Cloud Computing
4,0.015,Python,Java,Kubernetes,NoSQL
4,0.014,Python,Java,Kubernetes,Scala
4,0.012,Python,Java,Kubernetes,TypeScript
4,0.011,Python,Java,Kubernetes,Open Source RDBMS
4,0.017,Python,Java,Docker,Agile
4,0.011,Python,Java,Docker,Software Engineering
4,0.015,Python,Java,Docker,JavaScript
4,0.024,Python,Java,Docker,Go
4,0.015,Python,Java,Docker,NoSQL
4,0.014,Python,Java,Docker,Scala
4,0.012,Python,Java,Docker,TypeScript
4,0.011,Python,Java,Docker,Open Source RDBMS
4,0.011,Python,Java,Agile,JavaScript
4,0.015,Python,Java,Agile,Go
4,0.016,Python,Java,Agile,NoSQL
4,0.015,Python,Java,Agile,Scala
4,0.011,Python,Java,Software Engineering,Go
4,0.016,Python,Java,JavaScript,Go
4,0.016,Python,Java,JavaScript,TypeScript
4,0.011,Python,Java,JavaScript,HTML/CSS
4,0.012,Python,Java,Azure,GCP
4,0.012,Python,Java,Go,NoSQL
4,0.015,Python,Java,Go,Scala
4,0.011,Python,Java,Go,GCP
4,0.015,Python,Java,Go,TypeScript
4,0.011,Python,Java,Go,Open Source RDBMS
4,0.011,Python,Java,Go,HTML/CSS
4,0.014,Python,Java,NoSQL,Scala
4,0.011,Python,Java,NoSQL,RDBMS
4,0.015,Python,Java,Scala,Spark
4,0.011,Python,Java,Scala,Kafka
4,0.012,Python,Java,Scala,Hadoop
4,0.012,Python,Java,Spark,Kafka
4,0.014,Python,Java,Spark,Hadoop
4,0.011,Python,Java,TypeScript,HTML/CSS
4,0.01,Python,Java,Kafka,Hadoop
4,0.01,Python,Java,Hadoop,Hive
4,0.038,Python,AWS,Kubernetes,Docker
4,0.017,Python,AWS,Kubernetes,Agile
4,0.012,Python,AWS,Kubernetes,Software Engineering
4,0.013,Python,AWS,Kubernetes,JavaScript
4,0.011,Python,AWS,Kubernetes,DevOps
4,0.014,Python,AWS,Kubernetes,Azure
4,0.025,Python,AWS,Kubernetes,Go
4,0.011,Python,AWS,Kubernetes,Cloud Computing
4,0.016,Python,AWS,Kubernetes,NoSQL
4,0.012,Python,AWS,Kubernetes,Scala
4,0.014,Python,AWS,Kubernetes,GCP
4,0.011,Python,AWS,Kubernetes,TypeScript
4,0.01,Python,AWS,Kubernetes,Open Source RDBMS
4,0.018,Python,AWS,Docker,Agile
4,0.012,Python,AWS,Docker,Software Engineering
4,0.013,Python,AWS,Docker,JavaScript
4,0.013,Python,AWS,Docker,Azure
4,0.024,Python,AWS,Docker,Go
4,0.011,Python,AWS,Docker,Cloud Computing
4,0.015,Python,AWS,Docker,NoSQL
4,0.012,Python,AWS,Docker,Scala
4,0.013,Python,AWS,Docker,GCP
4,0.011,Python,AWS,Docker,TypeScript
4,0.011,Python,AWS,Docker,Open Source RDBMS
4,0.01,Python,AWS,Agile,Azure
4,0.016,Python,AWS,Agile,Go
4,0.016,Python,AWS,Agile,NoSQL
4,0.014,Python,AWS,Agile,Scala
4,0.01,Python,AWS,Agile,GCP
4,0.011,Python,AWS,Software Engineering,Go
4,0.01,Python,AWS,Software Engineering,Cloud Computing
4,0.014,Python,AWS,JavaScript,Go
4,0.015,Python,AWS,JavaScript,TypeScript
4,0.01,Python,AWS,Azure,Scala
4,0.019,Python,AWS,Azure,GCP
4,0.012,Python,AWS,Go,NoSQL
4,0.013,Python,AWS,Go,Scala
4,0.013,Python,AWS,Go,GCP
4,0.014,Python,AWS,Go,TypeScript
4,0.013,Python,AWS,NoSQL,Scala
4,0.01,Python,AWS,NoSQL,RDBMS
4,0.012,Python,AWS,Scala,Spark
4,0.013,Python,AWS,Spark,Hadoop
4,0.01,Python,Kubernetes,Docker,Linux
4,0.018,Python,Kubernetes,Docker,Agile
4,0.014,Python,Kubernetes,Docker,Software Engineering
4,0.017,Python,Kubernetes,Docker,JavaScript
4,0.012,Python,Kubernetes,Docker,DevOps
4,0.012,Python,Kubernetes,Docker,Azure
4,0.027,Python,Kubernetes,Docker,Go
4,0.013,Python,Kubernetes,Docker,Cloud Computing
4,0.012,Python,Kubernetes,Docker,Jenkins
4,0.016,Python,Kubernetes,Docker,NoSQL
4,0.013,Python,Kubernetes,Docker,Scala
4,0.011,Python,Kubernetes,Docker,Terraform
4,0.013,Python,Kubernetes,Docker,GCP
4,0.014,Python,Kubernetes,Docker,TypeScript
4,0.012,Python,Kubernetes,Docker,Open Source RDBMS
4,0.013,Python,Kubernetes,Agile,Go
4,0.011,Python,Kubernetes,Agile,NoSQL
4,0.012,Python,Kubernetes,JavaScript,Go
4,0.013,Python,Kubernetes,JavaScript,TypeScript
4,0.012,Python,Kubernetes,Go,NoSQL
4,0.011,Python,Kubernetes,Go,Scala
4,0.012,Python,Kubernetes,Go,TypeScript
4,0.011,Python,Kubernetes,Go,Open Source RDBMS
4,0.01,Python,Kubernetes,Terraform,Ansible
4,0.013,Python,Docker,Agile,Go
4,0.011,Python,Docker,Agile,NoSQL
4,0.012,Python,Docker,JavaScript,Go
4,0.013,Python,Docker,JavaScript,TypeScript
4,0.011,Python,Docker,Go,NoSQL
4,0.011,Python,Docker,Go,Scala
4,0.012,Python,Docker,Go,TypeScript
4,0.011,Python,Docker,Go,Open Source RDBMS
4,0.01,Python,Data Analysis,Data Visualization,R
4,0.016,Python,JavaScript,Go,TypeScript
4,0.011,Python,JavaScript,Go,HTML/CSS
4,0.012,Python,JavaScript,TypeScript,HTML/CSS
4,0.011,Python,Go,TypeScript,HTML/CSS
4,0.011,Python,Tableau,Data Visualization,R
4,0.011,Python,NoSQL,Spark,Hadoop
4,0.01,Python,Scala,Spark,Kafka
4,0.013,Python,Scala,Spark,Hadoop
4,0.01,Python,Scala,Kafka,Hadoop
4,0.012,Python,Spark,Kafka,Hadoop
4,0.01,Python,Spark,Kafka,Snowflake
4,0.012,Python,Spark,Hadoop,Hive
4,0.029,SQL,Java,AWS,Kubernetes
4,0.029,SQL,Java,AWS,Docker
4,0.024,SQL,Java,AWS,Agile
4,0.013,SQL,Java,AWS,Software Engineering
4,0.018,SQL,Java,AWS,JavaScript
4,0.013,SQL,Java,AWS,Azure
4,0.027,SQL,Java,AWS,Go
4,0.013,SQL,Java,AWS,Cloud Computing
4,0.022,SQL,Java,AWS,NoSQL
4,0.019,SQL,Java,AWS,Scala
4,0.014,SQL,Java,AWS,GCP
4,0.014,SQL,Java,AWS,TypeScript
4,0.01,SQL,Java,AWS,Microsoft Azure
4,0.011,SQL,Java,AWS,RDBMS
4,0.012,SQL,Java,AWS,Open Source RDBMS
4,0.011,SQL,Java,AWS,HTML/CSS
4,0.033,SQL,Java,Kubernetes,Docker
4,0.016,SQL,Java,Kubernetes,Agile
4,0.011,SQL,Java,Kubernetes,Software Engineering
4,0.016,SQL,Java,Kubernetes,JavaScript
4,0.024,SQL,Java,Kubernetes,Go
4,0.01,SQL,Java,Kubernetes,Cloud Computing
4,0.017,SQL,Java,Kubernetes,NoSQL
4,0.013,SQL,Java,Kubernetes,Scala
4,0.013,SQL,Java,Kubernetes,TypeScript
4,0.01,SQL,Java,Kubernetes,RDBMS
4,0.012,SQL,Java,Kubernetes,Open Source RDBMS
4,0.01,SQL,Java,Kubernetes,HTML/CSS
4,0.017,SQL,Java,Docker,Agile
4,0.011,SQL,Java,Docker,Software Engineering
4,0.016,SQL,Java,Docker,JavaScript
4,0.024,SQL,Java,Docker,Go
4,0.017,SQL,Java,Docker,NoSQL
4,0.013,SQL,Java,Docker,Scala
4,0.013,SQL,Java,Docker,TypeScript
4,0.01,SQL,Java,Docker,RDBMS
4,0.012,SQL,Java,Docker,Open Source RDBMS
4,0.01,SQL,Java,Docker,HTML/CSS
4,0.011,SQL,Java,Agile,JavaScript
4,0.015,SQL,Java,Agile,Go
4,0.016,SQL,Java,Agile,NoSQL
4,0.012,SQL,Java,Agile,Scala
4,0.011,SQL,Java,Software Engineering,Go
4,0.016,SQL,Java,JavaScript,Go
4,0.017,SQL,Java,JavaScript,TypeScript
4,0.013,SQL,Java,JavaScript,HTML/CSS
4,0.012,SQL,Java,Go,NoSQL
4,0.013,SQL,Java,Go,Scala
4,0.014,SQL,Java,Go,TypeScript
4,0.011,SQL,Java,Go,Open Source RDBMS
4,0.012,SQL,Java,Go,HTML/CSS
4,0.012,SQL,Java,NoSQL,Scala
4,0.01,SQL,Java,NoSQL,RDBMS
4,0.012,SQL,Java,TypeScript,HTML/CSS
4,0.032,SQL,AWS,Kubernetes,Docker
4,0.017,SQL,AWS,Kubernetes,Agile
4,0.011,SQL,AWS,Kubernetes,Software Engineering
4,0.013,SQL,AWS,Kubernetes,JavaScript
4,0.023,SQL,AWS,Kubernetes,Go
4,0.017,SQL,AWS,Kubernetes,NoSQL
4,0.012,SQL,AWS,Kubernetes,Scala
4,0.011,SQL,AWS,Kubernetes,GCP
4,0.011,SQL,AWS,Kubernetes,TypeScript
4,0.011,SQL,AWS,Kubernetes,Open Source RDBMS
4,0.018,SQL,AWS,Docker,Agile
4,0.011,SQL,AWS,Docker,Software Engineering
4,0.014,SQL,AWS,Docker,JavaScript
4,0.023,SQL,AWS,Docker,Go
4,0.017,SQL,AWS,Docker,NoSQL
4,0.012,SQL,AWS,Docker,Scala
4,0.011,SQL,AWS,Docker,GCP
4,0.012,SQL,AWS,Docker,TypeScript
4,0.011,SQL,AWS,Docker,Open Source RDBMS
4,0.01,SQL,AWS,Agile,JavaScript
4,0.015,SQL,AWS,Agile,Go
4,0.016,SQL,AWS,Agile,NoSQL
4,0.011,SQL,AWS,Agile,Scala
4,0.014,SQL,AWS,JavaScript,Go
4,0.015,SQL,AWS,JavaScript,TypeScript
4,0.011,SQL,AWS,JavaScript,HTML/CSS
4,0.012,SQL,AWS,Azure,GCP
4,0.012,SQL,AWS,Go,NoSQL
4,0.012,SQL,AWS,Go,Scala
4,0.011,SQL,AWS,Go,GCP
4,0.013,SQL,AWS,Go,TypeScript
4,0.01,SQL,AWS,Go,HTML/CSS
4,0.01,SQL,AWS,TypeScript,HTML/CSS
4,0.018,SQL,Kubernetes,Docker,Agile
4,0.012,SQL,Kubernetes,Docker,Software Engineering
4,0.017,SQL,Kubernetes,Docker,JavaScript
4,0.025,SQL,Kubernetes,Docker,Go
4,0.011,SQL,Kubernetes,Docker,Cloud Computing
4,0.018,SQL,Kubernetes,Docker,NoSQL
4,0.013,SQL,Kubernetes,Docker,Scala
4,0.011,SQL,Kubernetes,Docker,GCP
4,0.014,SQL,Kubernetes,Docker,TypeScript
4,0.01,SQL,Kubernetes,Docker,RDBMS
4,0.013,SQL,Kubernetes,Docker,Open Source RDBMS
4,0.011,SQL,Kubernetes,Docker,HTML/CSS
4,0.013,SQL,Kubernetes,Agile,Go
4,0.012,SQL,Kubernetes,Agile,NoSQL
4,0.013,SQL,Kubernetes,JavaScript,Go
4,0.014,SQL,Kubernetes,JavaScript,TypeScript
4,0.011,SQL,Kubernetes,JavaScript,HTML/CSS
4,0.012,SQL,Kubernetes,Go,NoSQL
4,0.011,SQL,Kubernetes,Go,Scala
4,0.012,SQL,Kubernetes,Go,TypeScript
4,0.012,SQL,Kubernetes,Go,Open Source RDBMS
4,0.01,SQL,Kubernetes,TypeScript,HTML/CSS
4,0.013,SQL,Docker,Agile,Go
4,0.012,SQL,Docker,Agile,NoSQL
4,0.013,SQL,Docker,JavaScript,Go
4,0.014,SQL,Docker,JavaScript,TypeScript
4,0.011,SQL,Docker,JavaScript,HTML/CSS
4,0.012,SQL,Docker,Go,NoSQL
4,0.011,SQL,Docker,Go,Scala
4,0.012,SQL,Docker,Go,TypeScript
4,0.012,SQL,Docker,Go,Open Source RDBMS
4,0.01,SQL,Docker,TypeScript,HTML/CSS
4,0.013,SQL,Data Analysis,Tableau,Data Visualization
4,0.015,SQL,JavaScript,Go,TypeScript
4,0.012,SQL,JavaScript,Go,HTML/CSS
4,0.013,SQL,JavaScript,TypeScript,HTML/CSS
4,0.011,SQL,Go,TypeScript,HTML/CSS
4,0.01,SQL,Tableau,Data Visualization,R
4,0.035,Java,AWS,Kubernetes,Docker
4,0.017,Java,AWS,Kubernetes,Agile
4,0.012,Java,AWS,Kubernetes,Software Engineering
4,0.014,Java,AWS,Kubernetes,JavaScript
4,0.025,Java,AWS,Kubernetes,Go
4,0.01,Java,AWS,Kubernetes,Cloud Computing
4,0.016,Java,AWS,Kubernetes,NoSQL
4,0.012,Java,AWS,Kubernetes,Scala
4,0.011,Java,AWS,Kubernetes,GCP
4,0.012,Java,AWS,Kubernetes,TypeScript
4,0.011,Java,AWS,Kubernetes,Open Source RDBMS
4,0.018,Java,AWS,Docker,Agile
4,0.012,Java,AWS,Docker,Software Engineering
4,0.015,Java,AWS,Docker,JavaScript
4,0.024,Java,AWS,Docker,Go
4,0.016,Java,AWS,Docker,NoSQL
4,0.013,Java,AWS,Docker,Scala
4,0.011,Java,AWS,Docker,GCP
4,0.012,Java,AWS,Docker,TypeScript
4,0.011,Java,AWS,Docker,Open Source RDBMS
4,0.012,Java,AWS,Agile,JavaScript
4,0.016,Java,AWS,Agile,Go
4,0.016,Java,AWS,Agile,NoSQL
4,0.013,Java,AWS,Agile,Scala
4,0.011,Java,AWS,Software Engineering,Go
4,0.011,Java,AWS,Software Engineering,Cloud Computing
4,0.014,Java,AWS,JavaScript,Go
4,0.018,Java,AWS,JavaScript,TypeScript
4,0.012,Java,AWS,JavaScript,HTML/CSS
4,0.013,Java,AWS,Azure,GCP
4,0.012,Java,AWS,Go,NoSQL
4,0.013,Java,AWS,Go,Scala
4,0.011,Java,AWS,Go,GCP
4,0.013,Java,AWS,Go,TypeScript
4,0.011,Java,AWS,NoSQL,Scala
4,0.011,Java,AWS,NoSQL,RDBMS
4,0.011,Java,AWS,TypeScript,HTML/CSS
4,0.018,Java,Kubernetes,Docker,Agile
4,0.013,Java,Kubernetes,Docker,Software Engineering
4,0.018,Java,Kubernetes,Docker,JavaScript
4,0.027,Java,Kubernetes,Docker,Go
4,0.011,Java,Kubernetes,Docker,Cloud Computing
4,0.017,Java,Kubernetes,Docker,NoSQL
4,0.013,Java,Kubernetes,Docker,Scala
4,0.01,Java,Kubernetes,Docker,GCP
4,0.011,Java,Kubernetes,Docker,Microservices
4,0.014,Java,Kubernetes,Docker,TypeScript
4,0.01,Java,Kubernetes,Docker,RDBMS
4,0.013,Java,Kubernetes,Docker,Open Source RDBMS
4,0.011,Java,Kubernetes,Docker,HTML/CSS
4,0.012,Java,Kubernetes,Agile,Go
4,0.012,Java,Kubernetes,Agile,NoSQL
4,0.012,Java,Kubernetes,JavaScript,Go
4,0.013,Java,Kubernetes,JavaScript,TypeScript
4,0.01,Java,Kubernetes,JavaScript,HTML/CSS
4,0.012,Java,Kubernetes,Go,NoSQL
4,0.011,Java,Kubernetes,Go,Scala
4,0.011,Java,Kubernetes,Go,TypeScript
4,0.011,Java,Kubernetes,Go,Open Source RDBMS
4,0.012,Java,Docker,Agile,Go
4,0.012,Java,Docker,Agile,NoSQL
4,0.012,Java,Docker,JavaScript,Go
4,0.014,Java,Docker,JavaScript,TypeScript
4,0.01,Java,Docker,JavaScript,HTML/CSS
4,0.012,Java,Docker,Go,NoSQL
4,0.011,Java,Docker,Go,Scala
4,0.011,Java,Docker,Go,TypeScript
4,0.011,Java,Docker,Go,Open Source RDBMS
4,0.015,Java,JavaScript,Go,TypeScript
4,0.012,Java,JavaScript,Go,HTML/CSS
4,0.014,Java,JavaScript,TypeScript,HTML/CSS
4,0.011,Java,JavaScript,HTML,CSS
4,0.011,Java,Go,TypeScript,HTML/CSS
4,0.012,Java,Scala,Spark,Hadoop
4,0.02,AWS,Kubernetes,Docker,Agile
4,0.014,AWS,Kubernetes,Docker,Software Engineering
4,0.016,AWS,Kubernetes,Docker,JavaScript
4,0.011,AWS,Kubernetes,Docker,DevOps
4,0.015,AWS,Kubernetes,Docker,Azure
4,0.027,AWS,Kubernetes,Docker,Go
4,0.013,AWS,Kubernetes,Docker,Cloud Computing
4,0.011,AWS,Kubernetes,Docker,Jenkins
4,0.017,AWS,Kubernetes,Docker,NoSQL
4,0.012,AWS,Kubernetes,Docker,Scala
4,0.014,AWS,Kubernetes,Docker,GCP
4,0.01,AWS,Kubernetes,Docker,Microservices
4,0.014,AWS,Kubernetes,Docker,TypeScript
4,0.01,AWS,Kubernetes,Docker,RDBMS
4,0.012,AWS,Kubernetes,Docker,Open Source RDBMS
4,0.013,AWS,Kubernetes,Agile,Go
4,0.012,AWS,Kubernetes,Agile,NoSQL
4,0.011,AWS,Kubernetes,JavaScript,Go
4,0.012,AWS,Kubernetes,JavaScript,TypeScript
4,0.01,AWS,Kubernetes,Azure,GCP
4,0.012,AWS,Kubernetes,Go,NoSQL
4,0.01,AWS,Kubernetes,Go,Scala
4,0.01,AWS,Kubernetes,Go,TypeScript
4,0.013,AWS,Docker,Agile,Go
4,0.012,AWS,Docker,Agile,NoSQL
4,0.011,AWS,Docker,JavaScript,Go
4,0.013,AWS,Docker,JavaScript,TypeScript
4,0.012,AWS,Docker,Go,NoSQL
4,0.01,AWS,Docker,Go,Scala
4,0.01,AWS,Docker,Go,TypeScript
4,0.013,AWS,JavaScript,Go,TypeScript
4,0.012,AWS,JavaScript,TypeScript,HTML/CSS
4,0.013,Kubernetes,Docker,Agile,Go
4,0.012,Kubernetes,Docker,Agile,NoSQL
4,0.013,Kubernetes,Docker,JavaScript,Go
4,0.015,Kubernetes,Docker,JavaScript,TypeScript
4,0.011,Kubernetes,Docker,JavaScript,HTML/CSS
4,0.012,Kubernetes,Docker,Go,NoSQL
4,0.011,Kubernetes,Docker,Go,Scala
4,0.012,Kubernetes,Docker,Go,TypeScript
4,0.012,Kubernetes,Docker,Go,Open Source RDBMS
4,0.01,Kubernetes,Docker,TypeScript,HTML/CSS
4,0.011,Kubernetes,JavaScript,Go,TypeScript
4,0.01,Kubernetes,JavaScript,TypeScript,HTML/CSS
4,0.012,Docker,JavaScript,Go,TypeScript
4,0.01,Docker,JavaScript,TypeScript,HTML/CSS
4,0.011,JavaScript,Go,TypeScript,HTML/CSS
